,Name,Slug,Position,Team,Team Slug,Pts,GWs,Mins Pts,G,A,CS,YC,RC,OG,2GC,PenMiss,Saves Pts,PenSave,Bonus
0,Borja Iglesias,borja-iglesias,F,Real Betis,real-betis,14,33,13,0,1,1,2,0,0,1,0,0,0,0
1,Willian José,willian-jose,F,Real Betis,real-betis,101,33,44,10,3,7,0,1,0,6,0,0,0,11
2,Nabil Fekir,nabil-fekir,M,Real Betis,real-betis,46,33,23,1,2,3,0,0,0,2,0,0,0,9
3,Guido Rodríguez,guido-rodriguez,M,Real Betis,real-betis,53,33,38,2,0,5,6,0,0,4,0,0,0,6
4,Luiz Henrique,luiz-henrique,M,Real Betis,real-betis,37,33,20,0,3,3,1,0,0,2,0,0,0,6
5,William Carvalho,william-carvalho,M,Real Betis,real-betis,30,33,21,1,2,0,3,0,0,2,0,0,0,1
6,Andrés Guardado,andres-guardado,M,Real Betis,real-betis,15,33,14,0,0,1,1,0,0,0,0,0,0,1
7,Sergio Canales,sergio-canales,M,Real Betis,real-betis,0,33,0,0,0,0,0,0,0,0,0,0,0,0
8,Marc Roca,marc-roca,M,Real Betis,real-betis,67,33,45,2,2,9,4,0,0,4,0,0,0,1
9,Ayoze Pérez,ayoze-perez,M,Real Betis,real-betis,98,33,47,6,1,7,4,0,0,4,0,0,0,15
10,Juanmi,juanmi,F,Cádiz,cadiz,33,33,21,3,0,3,3,0,0,3,0,0,0,3
11,Rodri Sánchez,rodri-sanchez,M,Real Betis,real-betis,32,33,30,0,0,2,0,0,0,1,0,0,0,0
12,Paul Akouokou,paul-akouokou,M,Real Betis,real-betis,2,33,2,0,0,0,0,0,0,0,0,0,0,0
13,Raúl Fernández,raul-fernandez,G,Granada,granada,4,33,7,0,0,0,0,0,0,5,0,2,0,0
14,Enrique Fernández López,enrique-fernandez-lopez,M,Real Betis,real-betis,0,33,0,0,0,0,0,0,0,0,0,0,0,0
15,Héctor Bellerín,hector-bellerin,D,Real Betis,real-betis,62,33,36,0,1,8,0,1,1,4,0,0,0,0
16,Germán Pezzella,german-pezzella,D,Real Betis,real-betis,93,33,61,0,0,10,7,0,0,6,0,0,0,5
17,Youssouf Sabaly,youssouf-sabaly,D,Real Betis,real-betis,21,33,16,0,1,1,1,0,0,4,0,0,0,3
18,Juan Miranda,juan-miranda,D,Real Betis,real-betis,73,33,36,1,1,8,6,0,0,4,0,0,0,6
19,Luiz Felipe,luiz-felipe,D,Real Betis,real-betis,14,33,8,0,0,2,1,0,0,2,0,0,0,1
20,Abner Vinícius,abner-vinicius,D,Real Betis,real-betis,48,33,34,0,0,5,3,0,0,3,0,0,0,0
21,Aitor Ruibal,aitor-ruibal,D,Real Betis,real-betis,60,33,27,3,1,3,4,0,0,3,0,0,0,7
22,Martín Montoya,martin-montoya,D,Real Betis,real-betis,0,33,0,0,0,0,0,0,0,0,0,0,0,0
23,Claudio Bravo,claudio-bravo,G,Real Betis,real-betis,31,33,14,0,0,2,0,0,0,0,0,3,0,6
24,Rui Silva,rui-silva,G,Real Betis,real-betis,100,33,47,0,0,8,3,0,1,8,0,15,1,14
25,Robert Lewandowski,robert-lewandowski,F,Barcelona,barcelona,152,33,56,16,7,10,5,0,0,8,0,0,0,16
26,Ousmane Dembélé,ousmane-dembele,F,Barcelona,barcelona,0,33,0,0,0,0,0,0,0,0,0,0,0,0
27,Ansu Fati,ansu-fati,F,Barcelona,barcelona,3,33,3,0,0,0,0,0,0,0,0,0,0,0
28,Raphinha,raphinha,F,Barcelona,barcelona,83,33,37,4,8,5,1,1,0,3,0,0,0,10
29,Ferran Torres,ferran-torres,F,Barcelona,barcelona,74,33,34,8,2,4,2,0,0,6,0,0,0,4
30,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,F,Real Betis,real-betis,29,33,26,1,0,3,1,0,0,1,0,0,0,0
31,Pedri,pedri,M,Barcelona,barcelona,50,33,31,2,2,4,3,0,0,6,0,0,0,2
32,Frenkie de Jong,frenkie-de-jong,M,Barcelona,barcelona,64,33,39,2,0,6,7,0,0,5,0,0,0,16
33,Gavi,gavi,M,Barcelona,barcelona,32,33,22,1,1,5,5,0,0,3,0,0,0,2
34,İlkay Gündoğan,ilkay-gundogan,M,Barcelona,barcelona,144,33,60,6,7,12,4,0,0,10,1,0,0,27
35,Franck Kessié,franck-kessie,M,Barcelona,barcelona,0,33,0,0,0,0,0,0,0,0,0,0,0,0
36,Nicolás González,nicolas-gonzalez,M,Barcelona,barcelona,0,33,0,0,0,0,0,0,0,0,0,0,0,0
37,Alex Collado,alex-collado,M,Barcelona,barcelona,0,33,0,0,0,0,0,0,0,0,0,0,0,0
38,Oriol Romeu,oriol-romeu,M,Barcelona,barcelona,35,33,31,0,1,5,4,0,0,2,0,0,0,0
39,Ronald Araújo,ronald-araujo,D,Barcelona,barcelona,76,33,42,1,1,7,4,0,0,6,0,0,0,7
40,Jules Koundé,jules-kounde,D,Barcelona,barcelona,115,33,57,1,2,12,3,0,0,9,0,0,0,10
41,Alejandro Baldé,alejandro-balde,D,Barcelona,barcelona,55,33,33,0,1,6,1,0,0,4,0,0,0,0
42,Andreas Christensen,andreas-christensen,D,Barcelona,barcelona,84,33,44,1,2,9,3,0,0,5,0,0,0,0
43,Sergiño Dest,sergino-dest,D,Barcelona,barcelona,0,33,0,0,0,0,0,0,0,0,0,0,0,0
44,Marcos Alonso,marcos-alonso,D,Barcelona,barcelona,10,33,7,0,0,1,0,0,0,1,0,0,0,0
45,Eric García,eric-garcia,D,Girona FC,girona-fc,92,33,52,3,0,6,4,0,0,11,0,0,0,13
46,Sergi Roberto,sergi-roberto,D,Barcelona,barcelona,35,33,16,1,2,3,4,0,0,1,0,0,0,0
47,Clément Lenglet,clement-lenglet,D,Barcelona,barcelona,0,33,0,0,0,0,0,0,0,0,0,0,0,0
48,Iñigo Martínez,inigo-martinez,D,Barcelona,barcelona,34,33,25,0,0,4,5,0,0,2,0,0,0,0
49,Marc-André ter Stegen,marc-andre-ter-stegen,G,Barcelona,barcelona,106,33,46,0,0,12,3,0,0,7,0,13,0,9
50,Iñaki Peña,inaki-pena,G,Barcelona,barcelona,29,33,20,0,0,2,0,0,0,3,0,4,0,0
51,Radamel Falcao,radamel-falcao,F,Rayo Vallecano,rayo-vallecano,21,33,19,1,0,0,2,0,0,0,0,0,0,0
52,Raúl de Tomás,raul-de-tomas,F,Rayo Vallecano,rayo-vallecano,39,33,34,1,2,6,5,0,0,2,0,0,0,0
53,Randy Nteka,randy-nteka,F,Rayo Vallecano,rayo-vallecano,27,33,15,1,2,2,0,0,0,3,0,0,0,2
54,Andrés Martín,andres-martin,F,Rayo Vallecano,rayo-vallecano,0,33,0,0,0,0,0,0,0,0,0,0,0,0
55,Sergio Moreno,sergio-moreno,F,Rayo Vallecano,rayo-vallecano,0,33,0,0,0,0,0,0,0,0,0,0,0,0
56,Ismaila Ciss,ismaila-ciss,M,Rayo Vallecano,rayo-vallecano,41,33,40,1,0,5,11,0,0,8,0,0,0,2
57,Isi Palazón,isi-palazon,M,Rayo Vallecano,rayo-vallecano,93,33,59,4,1,13,8,0,0,7,0,0,0,6
58,Óscar Trejo,oscar-trejo,M,Rayo Vallecano,rayo-vallecano,38,33,35,0,0,5,2,0,0,4,0,0,0,0
59,Álvaro García,alvaro-garcia,D,Deportivo Alavés,deportivo-alaves,115,33,50,6,1,9,6,1,0,10,0,0,0,9
60,Bebé,bebe,M,Rayo Vallecano,rayo-vallecano,26,33,17,2,0,0,1,0,0,0,0,0,0,0
61,Unai López,unai-lopez,M,Rayo Vallecano,rayo-vallecano,65,33,48,1,2,8,6,0,0,7,0,0,0,4
62,Óscar Valentín,oscar-valentin,M,Rayo Vallecano,rayo-vallecano,69,33,55,1,0,13,4,1,0,7,0,0,0,3
63,Salvi,salvi,M,Rayo Vallecano,rayo-vallecano,1,33,1,0,0,0,0,0,0,0,0,0,0,0
64,Joni Montiel,joni-montiel,M,Rayo Vallecano,rayo-vallecano,0,33,0,0,0,0,0,0,0,0,0,0,0,0
65,José Pozo,jose-pozo,M,Rayo Vallecano,rayo-vallecano,2,33,2,0,0,0,0,0,0,0,0,0,0,0
66,Pablo Muñoz,pablo-munoz,M,Rayo Vallecano,rayo-vallecano,0,33,0,0,0,0,0,0,0,0,0,0,0,0
67,Alfonso Espino,alfonso-espino,D,Rayo Vallecano,rayo-vallecano,61,33,51,0,1,6,9,0,1,8,0,0,0,2
68,Abdul Mumin,abdul-mumin,D,Rayo Vallecano,rayo-vallecano,54,33,29,1,0,7,3,1,0,5,0,0,0,2
69,Ivan Balliu,ivan-balliu,D,Rayo Vallecano,rayo-vallecano,98,33,57,0,1,11,3,0,0,8,0,0,0,5
70,Aridane Hernández,aridane-hernandez,D,Rayo Vallecano,rayo-vallecano,51,33,36,0,0,6,3,0,0,6,0,0,0,0
71,Josep Chavarría,josep-chavarria,D,Rayo Vallecano,rayo-vallecano,41,33,24,1,1,3,3,1,0,4,0,0,0,6
72,Martín Pascual,martin-pascual,D,Rayo Vallecano,rayo-vallecano,0,33,0,0,0,0,0,0,0,0,0,0,0,0
73,Jorge Moreno,jorge-moreno,D,Rayo Vallecano,rayo-vallecano,0,33,0,0,0,0,0,0,0,0,0,0,0,0
74,Sergio Arribas,sergio-arribas,M,Rayo Vallecano,almeria,95,33,45,6,2,5,0,0,0,12,0,0,0,9
75,Stole Dimitrievski,stole-dimitrievski,G,Rayo Vallecano,rayo-vallecano,138,33,64,0,0,12,1,0,0,11,0,21,1,12
76,Miguel Ángel Morro,miguel-angel-morro,G,Villarreal,villarreal,0,33,0,0,0,0,0,0,0,0,0,0,0,0
77,Miguel Benedí,miguel-benedi,G,Rayo Vallecano,rayo-vallecano,0,33,0,0,0,0,0,0,0,0,0,0,0,0
78,Gerard Moreno,gerard-moreno,F,Villarreal,villarreal,125,33,54,11,4,3,0,0,0,12,1,0,0,17
79,Arnaut Danjuma,arnaut-danjuma,F,Villarreal,villarreal,0,33,0,0,0,0,0,0,0,0,0,0,0,0
80,Ben Brereton Díaz,ben-brereton-diaz,F,Villarreal,villarreal,14,33,16,0,0,1,2,0,0,2,0,0,0,0
81,Ilias Akhomach,ilias-akhomach,M,Villarreal,villarreal,65,33,38,2,3,3,4,0,0,8,0,0,0,9
82,José Luis Morales,jose-luis-morales,F,Villarreal,villarreal,60,33,33,6,0,0,0,0,0,8,0,0,0,3
83,Samuel Chukwueze,samuel-chukwueze,M,Villarreal,villarreal,0,33,0,0,0,0,0,0,0,0,0,0,0,0
84,Yéremy Pino,yeremy-pino,M,Villarreal,villarreal,8,33,11,0,0,1,4,0,0,1,0,0,0,0
85,Dani Parejo,dani-parejo,M,Villarreal,villarreal,79,33,53,2,4,3,5,0,0,15,0,0,0,6
86,Denis Suárez,denis-suarez,M,Villarreal,villarreal,5,33,5,0,0,0,0,0,0,1,0,0,0,0
87,Alejandro Baena,alejandro-baena,M,Villarreal,villarreal,119,33,54,2,12,7,8,1,0,10,1,0,0,25
88,Étienne Capoue,etienne-capoue,M,Villarreal,villarreal,46,33,44,1,1,2,9,0,0,10,0,0,0,1
89,Francis Coquelin,francis-coquelin,M,Villarreal,villarreal,22,33,23,0,0,3,4,0,0,1,0,0,0,0
90,Manu Trigueros,manu-trigueros,M,Villarreal,villarreal,13,33,13,0,0,0,0,0,0,1,0,0,0,0
91,Santi Comesaña,santi-comesana,M,Villarreal,villarreal,44,33,35,2,0,4,5,1,0,3,0,0,0,3
92,Iván Martín,ivan-martin,M,Girona FC,girona-fc,98,33,57,6,2,10,5,0,0,9,0,0,0,0
93,Ramón Terrats,ramon-terrats,M,Villarreal,villarreal,22,33,22,0,1,1,4,0,0,6,0,0,0,0
94,Aïssa Mandi,aissa-mandi,D,Villarreal,villarreal,20,33,23,0,0,1,3,0,0,6,0,0,0,2
95,Juan Foyth,juan-foyth,D,Villarreal,villarreal,36,33,24,1,1,2,1,0,0,6,0,0,0,2
96,Johan Mojica,johan-mojica,D,Osasuna,osasuna,61,33,42,0,2,5,1,0,0,8,0,0,0,2
97,Raúl Albiol,raul-albiol,D,Villarreal,villarreal,45,33,44,0,1,3,6,0,0,8,0,0,0,0
98,Alberto Moreno,alberto-moreno,D,Villarreal,villarreal,54,33,39,1,2,3,0,2,0,6,0,0,0,3
99,Alfonso Pedraza,alfonso-pedraza,D,Villarreal,villarreal,26,33,27,0,3,1,4,1,0,8,0,0,0,1
100,Jorge Cuenca,jorge-cuenca,D,Villarreal,villarreal,55,33,42,3,0,3,7,0,0,11,0,0,0,1
101,Kiko Femenía,kiko-femenia,D,Villarreal,villarreal,36,33,32,0,0,3,6,0,0,2,0,0,0,0
102,Pepe Reina,pepe-reina,G,Villarreal,villarreal,-2,33,2,0,0,0,1,1,0,0,0,0,0,0
103,Filip Jörgensen,filip-jorgensen,G,Villarreal,villarreal,120,33,64,0,0,5,4,0,0,17,0,36,0,21
104,Ante Budimir,ante-budimir,F,Osasuna,osasuna,154,33,59,17,2,10,4,0,0,10,1,0,0,27
105,Chimy Ávila,chimy-avila,F,Real Betis,real-betis,40,33,34,2,2,4,4,3,0,6,0,0,0,5
106,Kike García,kike-garcia,F,Deportivo Alavés,deportivo-alaves,61,33,41,3,2,6,4,0,0,2,1,0,0,8
107,Kike Barja,kike-barja,F,Osasuna,osasuna,13,33,16,0,0,0,3,0,0,2,0,0,0,0
108,Moi Gómez,moi-gomez,M,Osasuna,osasuna,74,33,50,3,0,9,3,0,0,8,0,0,0,3
109,Rubén García,ruben-garcia,M,Osasuna,osasuna,71,33,40,2,2,6,0,0,0,5,0,0,0,9
110,Aimar Oroz,aimar-oroz,M,Osasuna,osasuna,73,33,54,1,1,11,3,0,0,9,0,0,0,3
111,Lucas Torró,lucas-torro,M,Osasuna,osasuna,38,33,38,0,0,5,5,0,0,8,0,0,0,0
112,José Manuel Arnáiz,jose-manuel-arnaiz,F,Osasuna,osasuna,43,33,30,2,1,4,2,0,0,2,0,0,0,4
113,Jon Moncayola,jon-moncayola,M,Osasuna,osasuna,66,33,46,0,3,9,2,0,0,8,0,0,0,4
114,Darko Brašanac,darko-brasanac,M,Osasuna,osasuna,2,33,2,0,0,0,0,0,0,0,0,0,0,0
115,Javi Martínez,javi-martinez,M,Osasuna,osasuna,0,33,0,0,0,0,0,0,0,0,0,0,0,0
116,Pablo Ibáñez Lumbreras,pablo-ibanez-lumbreras,M,Osasuna,osasuna,39,33,36,0,1,1,4,0,0,2,0,0,0,3
117,David García,david-garcia,D,Osasuna,osasuna,91,33,53,0,1,10,5,0,0,9,0,0,0,9
118,Alejandro Catena,alejandro-catena,D,Osasuna,osasuna,72,33,51,1,2,7,7,1,0,13,0,0,0,4
119,Nacho Vidal,nacho-vidal,D,Mallorca,mallorca,30,33,15,1,0,2,1,0,0,1,0,0,0,3
120,Rubén Peña,ruben-pena,D,Osasuna,osasuna,85,33,45,0,1,10,2,0,0,9,0,0,0,8
121,Unai García,unai-garcia,D,Osasuna,osasuna,18,33,14,1,0,1,2,1,0,3,0,0,0,2
122,Juan Cruz,juan-cruz,D,Osasuna,osasuna,52,33,43,0,1,4,3,0,0,7,0,0,0,0
123,Jesús Areso,jesus-areso,D,Osasuna,osasuna,97,33,57,1,4,8,3,0,0,11,0,0,0,4
124,Aitor Fernández,aitor-fernandez,G,Osasuna,osasuna,5,33,9,0,0,0,2,0,0,3,0,1,0,0
125,Sergio Herrera,sergio-herrera,G,Osasuna,osasuna,125,33,58,0,0,11,2,0,0,12,0,18,1,14
126,Iago Aspas,iago-aspas,F,Celta Vigo,celta-vigo,127,33,58,8,8,6,6,1,0,8,2,0,0,26
127,Carles Pérez,carles-perez,F,Celta Vigo,celta-vigo,26,33,22,1,1,1,3,0,0,2,0,0,0,0
128,Jørgen Strand Larsen,jorgen-strand-larsen,F,Celta Vigo,celta-vigo,112,33,63,10,2,10,5,0,0,7,0,0,0,8
129,Gonçalo Paciência,goncalo-paciencia,F,Celta Vigo,celta-vigo,0,33,0,0,0,0,0,0,0,0,0,0,0,0
130,Santi Mina,santi-mina,F,Celta Vigo,celta-vigo,0,33,0,0,0,0,0,0,0,0,0,0,0,0
131,Williot Swedberg,williot-swedberg,M,Celta Vigo,celta-vigo,39,33,14,5,0,0,0,0,0,3,0,0,0,0
132,Miguel Rodríguez,miguel-rodriguez,F,Celta Vigo,celta-vigo,10,33,12,0,0,0,2,0,0,0,0,0,0,0
133,Gabri Veiga,gabri-veiga,M,Celta Vigo,celta-vigo,1,33,1,0,0,0,0,0,0,0,0,0,0,0
134,Renato Tapia,renato-tapia,M,Celta Vigo,celta-vigo,34,33,32,0,0,4,3,1,0,1,0,0,0,4
135,Jonathan Bamba,jonathan-bamba,M,Celta Vigo,celta-vigo,72,33,45,2,2,7,0,0,0,6,0,0,0,4
136,Franco Cervi,franco-cervi,M,Celta Vigo,celta-vigo,22,33,19,0,1,1,1,0,0,2,0,0,0,0
137,Fran Beltrán,fran-beltran,M,Celta Vigo,celta-vigo,60,33,54,0,0,5,2,0,0,8,0,0,0,3
138,Luca De La Torre,luca-de-la-torre,M,Celta Vigo,celta-vigo,69,33,48,1,4,7,2,1,0,6,0,0,0,2
139,Carlos Dotor,dotor-carlos,M,Celta Vigo,celta-vigo,21,33,21,0,0,2,2,0,0,1,0,0,0,0
140,Miguel Baeza,miguel-baeza,M,Celta Vigo,celta-vigo,0,33,0,0,0,0,0,0,0,0,0,0,0,0
141,Óscar Mingueza,oscar-mingueza,D,Celta Vigo,celta-vigo,95,33,61,2,2,5,3,0,0,9,0,0,0,8
142,Joseph Aidoo,joseph-aidoo,D,Celta Vigo,celta-vigo,9,33,10,0,0,0,0,0,0,1,0,0,0,0
143,Unai Núñez,unai-nunez,D,Celta Vigo,celta-vigo,77,33,61,1,0,5,4,0,0,8,0,0,0,2
144,Manuel Sánchez,manuel-sanchez,D,Celta Vigo,celta-vigo,68,33,44,0,4,4,2,0,0,3,0,0,0,1
145,Kevin Vázquez,kevin-vazquez,D,Celta Vigo,celta-vigo,24,33,15,0,0,3,2,0,0,1,0,0,0,0
146,Jose Fontán,jose-fontan,D,Celta Vigo,celta-vigo,0,33,0,0,0,0,0,0,0,0,0,0,0,0
147,Sergio Carreira,sergio-carreira,D,Celta Vigo,celta-vigo,0,33,0,0,0,0,0,0,0,0,0,0,0,0
148,Carlos Domínguez,carlos-dominguez,D,Celta Vigo,celta-vigo,40,33,35,0,0,3,2,0,1,5,0,0,0,2
149,Agustín Marchesín,agustin-marchesin,G,Celta Vigo,celta-vigo,0,33,0,0,0,0,0,0,0,0,0,0,0,0
150,Rubén Blanco,ruben-blanco,G,Celta Vigo,celta-vigo,0,33,0,0,0,0,0,0,0,0,0,0,0,0
151,Iván Villar,ivan-villar,G,Celta Vigo,celta-vigo,26,33,19,0,0,0,0,3,0,4,0,6,1,3
152,Mikel Oyarzabal,mikel-oyarzabal,F,Real Sociedad,real-sociedad,98,33,47,9,2,8,3,0,0,3,0,0,0,12
153,Umar Sadiq,umar-sadiq,F,Real Sociedad,real-sociedad,44,33,33,3,1,3,5,0,0,4,0,0,0,1
154,Mohamed-Ali Cho,mohamed-ali-cho,F,Real Sociedad,real-sociedad,12,33,12,0,0,1,0,0,0,1,0,0,0,0
155,Ander Barrenetxea,ander-barrenetxea,F,Real Sociedad,real-sociedad,61,33,37,4,1,4,1,0,0,3,0,0,0,6
156,Jon Karrikaburu,jon-karrikaburu,F,Deportivo Alavés,deportivo-alaves,2,33,2,0,0,0,0,0,0,0,0,0,0,0
157,Carlos Fernández,carlos-fernandez,F,Real Sociedad,real-sociedad,21,33,12,2,1,3,4,0,0,0,0,0,0,0
158,Martín Merquelanz,martin-merquelanz,F,Real Sociedad,real-sociedad,0,33,0,0,0,0,0,0,0,0,0,0,0,0
159,Takefusa Kubo,kubo-takefusa,M,Real Sociedad,real-sociedad,123,33,47,7,3,6,2,0,0,3,0,0,0,28
160,David Silva,david-silva,M,Real Sociedad,real-sociedad,0,33,0,0,0,0,0,0,0,0,0,0,0,0
161,Martín Zubimendi,martin-zubimendi,M,Real Sociedad,real-sociedad,96,33,58,5,1,8,5,0,0,8,0,0,0,7
162,Mikel Merino,mikel-merino,M,Real Sociedad,real-sociedad,94,33,51,4,4,8,10,0,0,4,0,0,0,13
163,Brais Méndez,brais-mendez,M,Real Sociedad,real-sociedad,102,33,48,4,5,6,6,0,0,7,0,0,0,19
164,Robert Navarro,robert-navarro,M,Cádiz,cadiz,56,33,40,1,1,5,0,1,0,7,0,0,0,6
165,Beñat Turrientes,benat-turrientes,M,Real Sociedad,real-sociedad,39,33,34,0,1,4,3,0,0,4,0,0,0,1
166,Peter Pokorný,peter-pokorny,M,Real Sociedad,real-sociedad,0,33,0,0,0,0,0,0,0,0,0,0,0,0
167,Hamari Traore,hamari-traore,D,Real Sociedad,real-sociedad,78,33,49,0,2,8,7,0,0,6,0,0,0,4
168,Robin Le Normand,robin-le-normand,D,Real Sociedad,real-sociedad,64,33,49,2,0,5,12,0,1,7,0,0,0,4
169,Igor Zubeldia,igor-zubeldia,D,Real Sociedad,real-sociedad,75,33,56,0,2,8,12,1,0,7,0,0,0,3
170,Diego Rico,diego-rico,D,Getafe,getafe,81,33,52,0,7,6,8,0,0,11,0,0,0,3
171,Aritz Elustondo,aritz-elustondo,D,Real Sociedad,real-sociedad,30,33,15,0,1,3,2,0,0,1,0,0,0,3
172,Andoni Gorosabel,andoni-gorosabel,D,Deportivo Alavés,deportivo-alaves,96,33,61,1,0,9,5,0,0,9,0,0,0,7
173,Aihen Muñoz,aihen-munoz,D,Real Sociedad,real-sociedad,47,33,32,0,2,3,2,0,0,3,0,0,0,2
174,Jon Pacheco,jon-pacheco,D,Real Sociedad,real-sociedad,52,33,27,1,1,5,5,0,0,2,0,0,0,3
175,Álex Sola,alex-sola,M,Deportivo Alavés,deportivo-alaves,48,33,35,0,3,2,2,0,0,1,0,0,0,4
176,Álex Remiro,alex-remiro,G,Real Sociedad,real-sociedad,116,33,60,0,0,10,1,2,0,8,0,17,0,14
177,Iñaki Williams,inaki-williams,M,Athletic Club,athletic-club,140,33,57,9,3,13,3,0,1,9,0,0,0,21
178,Gorka Guruzeta,gorka-guruzeta,F,Athletic Club,athletic-club,145,33,60,14,5,17,2,0,0,5,0,0,0,16
179,Asier Villalibre,asier-villalibre,F,Athletic Club,athletic-club,25,33,15,1,1,1,0,0,0,2,0,0,0,3
180,Malcom Ares,malcom-ares,F,Athletic Club,athletic-club,10,33,12,0,0,1,2,0,0,0,0,0,0,0
181,Juan Artola,juan-artola,F,Athletic Club,athletic-club,0,33,0,0,0,0,0,0,0,0,0,0,0,0
182,Javier Martón Ansó,javier-marton-anso,F,Athletic Club,athletic-club,0,33,0,0,0,0,0,0,0,0,0,0,0,0
183,Nico Williams,nico-williams,M,Athletic Club,athletic-club,120,33,50,4,8,14,4,1,0,7,0,0,0,19
184,Ander Herrera,ander-herrera,M,Athletic Club,athletic-club,40,33,27,0,3,4,3,0,0,1,0,0,0,3
185,Iker Muniain,iker-muniain,M,Athletic Club,athletic-club,25,33,20,1,0,0,1,0,0,4,0,0,0,1
186,Oihan Sancet,oihan-sancet,M,Athletic Club,athletic-club,91,33,52,4,5,12,3,2,0,5,1,0,0,3
187,Álex Berenguer,alex-berenguer,M,Athletic Club,athletic-club,87,33,42,6,2,7,4,0,0,5,0,0,0,6
188,Raúl García,raul-garcia,M,Athletic Club,athletic-club,64,33,54,2,1,2,8,0,0,6,0,0,0,3
189,Mikel Vesga,mikel-vesga,M,Athletic Club,athletic-club,72,33,40,4,1,8,2,0,0,5,0,0,0,3
190,Dani García,dani-garcia,M,Athletic Club,athletic-club,23,33,19,1,0,3,4,0,0,2,0,0,0,0
191,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,M,Athletic Club,athletic-club,70,33,51,1,2,14,5,0,1,7,0,0,0,1
192,Unai Vencedor,unai-vencedor,M,Athletic Club,athletic-club,0,33,0,0,0,0,0,0,0,0,0,0,0,0
193,Nico Serrano,nico-serrano,M,Athletic Club,athletic-club,0,33,0,0,0,0,0,0,0,0,0,0,0,0
194,Peru Nolaskoain Esnal,peru-nolaskoain-esnal,M,Athletic Club,athletic-club,2,33,2,0,0,0,0,0,0,0,0,0,0,0
195,Jon Morcillo,jon-morcillo,M,Athletic Club,athletic-club,0,33,0,0,0,0,0,0,0,0,0,0,0,0
196,Beñat Prados,benat-prados,M,Athletic Club,athletic-club,41,33,33,0,0,6,1,0,0,3,0,0,0,3
197,Wibuala Junior Bita,wibuala-junior-bita,M,Athletic Club,athletic-club,0,33,0,0,0,0,0,0,0,0,0,0,0,0
198,Yeray Álvarez,yeray-alvarez,D,Athletic Club,athletic-club,40,33,23,0,0,5,1,0,0,4,0,0,0,2
199,Yuri Berchiche,yuri-berchiche,D,Athletic Club,athletic-club,106,33,41,3,1,10,4,0,1,4,0,0,0,14
200,Óscar de Marcos,oscar-de-marcos,D,Athletic Club,athletic-club,98,33,46,1,4,9,5,0,0,8,0,0,0,11
201,Daniel Vivian,daniel-vivian,D,Athletic Club,athletic-club,95,33,60,0,0,12,6,0,0,10,0,0,0,3
202,Íñigo Lekue,inigo-lekue,D,Athletic Club,athletic-club,60,33,40,0,2,6,4,0,0,6,0,0,0,0
203,Aitor Paredes,aitor-paredes,D,Athletic Club,athletic-club,117,33,58,2,0,13,7,0,0,7,0,0,0,9
204,Imanol García de Albéniz,imanol-garcia-de-albeniz,D,Athletic Club,athletic-club,14,33,10,0,0,2,2,0,0,2,0,0,0,0
205,Álex Petxa,alex-petxa,D,Athletic Club,athletic-club,0,33,0,0,0,0,0,0,0,0,0,0,0,0
206,Unai Simón,unai-simon,G,Athletic Club,athletic-club,150,33,64,0,0,15,2,0,1,10,0,17,2,13
207,Julen Agirrezabala,julen-agirrezabala,G,Athletic Club,athletic-club,1,33,2,0,0,0,0,0,0,1,0,0,0,0
208,Vedat Muriqi,vedat-muriqi,F,Mallorca,mallorca,88,33,47,6,2,6,3,0,0,7,2,0,0,18
209,Amath Ndiaye,amath-ndiaye,F,Mallorca,mallorca,14,33,16,0,0,1,2,0,0,0,0,0,0,0
210,Abdón Prats,abdon-prats,F,Mallorca,mallorca,58,33,35,5,1,3,3,0,0,1,0,0,0,3
211,Javi Llabrés,javi-llabres,F,Mallorca,mallorca,15,33,12,1,0,0,1,0,0,0,0,0,0,0
212,Iddrisu Baba,iddrisu-baba,M,Mallorca,almeria,32,33,35,0,0,1,4,0,0,12,0,0,0,0
213,Omar Mascarell,omar-mascarell,M,Mallorca,mallorca,34,33,38,0,0,5,5,1,1,3,0,0,0,1
214,Dani Rodríguez,dani-rodriguez,M,Mallorca,mallorca,70,33,56,1,2,9,7,0,0,5,0,0,0,1
215,Manu Morlanes,manu-morlanes,M,Mallorca,mallorca,48,33,42,0,1,5,2,0,0,4,0,0,0,0
216,Clément Grenier,clement-grenier,M,Mallorca,mallorca,0,33,0,0,0,0,0,0,0,0,0,0,0,0
217,Antonio Sánchez,antonio-sanchez,M,Mallorca,mallorca,55,33,38,3,1,2,3,0,0,1,0,0,0,0
218,Pablo Maffeo,pablo-maffeo,D,Mallorca,mallorca,39,33,33,0,0,4,3,1,0,4,0,0,0,0
219,Martin Valjent,martin-valjent,D,Mallorca,mallorca,64,33,43,0,1,5,3,0,0,6,0,0,0,7
220,Giovanni González,giovanni-gonzalez,D,Mallorca,mallorca,71,33,50,0,1,6,6,0,0,3,0,0,0,3
221,Toni Lato,toni-lato,D,Mallorca,mallorca,59,33,40,0,1,5,3,0,0,1,0,0,0,0
222,Antonio Raíllo,antonio-raillo,D,Mallorca,mallorca,70,33,37,2,0,5,1,1,0,4,0,0,0,9
223,José Copete,jose-copete,D,Mallorca,mallorca,34,33,25,1,0,2,5,0,0,4,0,0,0,4
