,Name,Position,Team,Pts,GWs,Mins Pts,G,A,CS,YC,RC,OG,PenMiss,Saves Pts,PenSave,Bonus,2GC
0,Ander Iru,GK,Athletic Club,0,38,0,0,0,0,0,0,0,0,0,0,0,0
1,Alex Padilla,GK,Athletic Club,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2,Julen Agirrezabala,GK,Athletic Club,25,38,15,0,0,2,0,0,0,0,1,0,2,1
3,Unai Simon,GK,Athletic Club,105,38,61,0,0,9,2,0,0,0,12,0,8,10
4,Jon Sillero,DEF,Athletic Club,0,38,0,0,0,0,0,0,0,0,0,0,0,0
5,Aitor Casamichana,DEF,Athletic Club,2,38,2,0,0,0,0,0,0,0,0,0,0,0
6,Alex Petxa,DEF,Athletic Club,0,38,0,0,0,0,0,0,0,0,0,0,0,0
7,Peru Esnal,DEF,Athletic Club,0,38,0,0,0,0,0,0,0,0,0,0,0,0
8,Inigo Lekue,DEF,Athletic Club,50,38,33,0,1,4,1,0,0,0,0,0,2,3
9,Mikel Balenziaga,DEF,Athletic Club,3,38,4,0,0,0,0,0,0,0,0,0,0,1
10,Oscar De Marcos,DEF,Athletic Club,117,38,67,1,6,9,7,0,1,0,0,0,6,7
11,Ander Capa,DEF,Athletic Club,11,38,8,0,0,1,1,0,0,0,0,0,0,0
12,Daniel Vivian,DEF,Athletic Club,81,38,55,1,0,8,8,1,0,0,0,0,3,4
13,Yeray Alvarez,DEF,Athletic Club,98,38,55,1,1,10,7,1,0,0,0,0,12,8
14,Yuri Berchiche,DEF,Athletic Club,81,38,54,1,0,8,7,1,0,0,0,0,7,8
15,Inigo Martinez,DEF,Athletic Club,52,38,30,1,0,5,1,0,0,0,0,0,2,5
16,Jon Morcillo,MID,Athletic Club,13,38,10,0,1,0,0,0,0,0,0,0,0,0
17,Oier Zarraga,MID,Athletic Club,28,38,30,0,0,3,5,0,0,0,0,0,0,0
18,Nico Serrano,MID,Athletic Club,0,38,0,0,0,0,0,0,0,0,0,0,0,0
19,Mikel Vesga,MID,Athletic Club,92,38,63,3,3,8,5,0,1,1,0,0,6,0
20,Dani Garcia,MID,Athletic Club,52,38,41,0,2,7,6,0,0,0,0,0,4,0
21,Unai Vencedor,MID,Athletic Club,7,38,9,0,0,0,2,0,0,0,0,0,0,0
22,Alex Berenguer,MID,Athletic Club,104,38,63,4,1,8,2,0,0,0,0,0,12,0
23,Iker Munian,MID,Athletic Club,70,38,48,0,3,7,2,0,0,0,0,0,8,0
24,Malcom Ares,FWD,Athletic Club,1,38,1,0,0,0,0,0,0,0,0,0,0,0
25,Luis Bilbao,FWD,Athletic Club,0,38,0,0,0,0,0,0,0,0,0,0,0,0
26,Gorka Guruzeta,FWD,Athletic Club,74,38,43,6,1,0,2,0,0,0,0,0,6,0
27,Asier Villalibre,FWD,Athletic Club,5,38,5,0,0,0,0,0,0,0,0,0,0,0
28,Oihan Sancet,FWD,Athletic Club,105,38,65,9,2,8,6,1,0,0,0,0,7,0
29,Raul Garcia,FWD,Athletic Club,56,38,41,2,3,1,4,0,0,0,0,0,2,0
30,Nico Williams,MID,Athletic Club,115,38,63,6,4,2,3,0,0,0,0,0,11,0
31,Inaki Williams,FWD,Athletic Club,130,38,68,10,3,0,2,0,0,1,0,0,17,0
32,Jan Oblak,GK,Atletico Madrid,122,38,56,0,0,12,1,0,0,0,13,0,9,3
33,Antonio Gomis,GK,Atletico Madrid,0,38,0,0,0,0,0,0,0,0,0,0,0,0
34,Ivo Grbic,GK,Atletico Madrid,33,38,22,0,0,1,3,0,0,0,8,0,4,2
35,Mario Hermoso,DEF,Atletico Madrid,98,38,49,3,2,8,3,2,0,0,0,0,4,2
36,Stefan Savic,DEF,Atletico Madrid,65,38,44,0,0,8,5,2,0,0,0,0,1,1
37,Felipe,DEF,Atletico Madrid,4,38,5,0,0,0,0,0,0,0,0,0,0,1
38,Reinildo,DEF,Atletico Madrid,74,38,43,0,0,8,4,0,0,0,0,0,6,3
39,Santiago Arias,DEF,Atletico Madrid,0,38,0,0,0,0,0,0,0,0,0,0,0,0
40,Renan Lodi,DEF,Atletico Madrid,0,38,0,0,0,0,0,0,0,0,0,0,0,0
41,Jose Gimenez,DEF,Atletico Madrid,110,38,55,2,1,10,9,0,0,0,0,0,11,2
42,Daniel Wass,MID,Atletico Madrid,0,38,0,0,0,0,0,0,0,0,0,0,0,0
43,Geoffrey Kondogbia,MID,Atletico Madrid,41,38,30,0,2,3,5,0,0,0,0,0,7,0
44,Nahuel Molina,DEF,Atletico Madrid,124,38,64,4,2,10,7,1,0,0,0,0,4,4
45,Thomas Lemar,MID,Atletico Madrid,60,38,38,1,3,4,1,0,0,0,0,0,5,0
46,Koke,MID,Atletico Madrid,82,38,62,0,3,13,4,0,0,0,0,0,2,0
47,Axel Witsel,MID,Atletico Madrid,57,38,57,0,0,5,2,1,0,0,0,0,0,3
48,Marcos Llorente,MID,Atletico Madrid,60,38,41,1,2,9,5,0,0,0,0,0,4,0
49,Yannick Carrasco,MID,Atletico Madrid,116,38,59,7,3,8,2,0,0,0,0,0,7,0
50,Saul Niguez,MID,Atletico Madrid,62,38,40,3,1,4,8,0,0,0,0,0,8,0
51,Rodrigo De Paul,MID,Atletico Madrid,104,38,52,2,7,8,5,0,0,0,0,0,18,0
52,Carlos Martin,FWD,Atletico Madrid,1,38,1,0,0,0,0,0,0,0,0,0,0,0
53,Marcos Paulo,FWD,Atletico Madrid,0,38,0,0,0,0,0,0,0,0,0,0,0,0
54,Matheus Cunha,FWD,Atletico Madrid,18,38,14,0,2,0,2,0,0,0,0,0,0,0
55,Angel Correa,FWD,Atletico Madrid,83,38,47,8,1,0,2,1,0,0,0,0,6,0
56,Alvaro Morata,FWD,Atletico Madrid,125,38,56,13,2,0,4,0,0,0,0,0,15,0
57,Joao Felix,FWD,Atletico Madrid,47,38,21,4,3,0,5,0,0,0,0,0,6,0
58,Antoine Griezmann,FWD,Atletico Madrid,225,38,68,15,16,0,2,0,0,0,0,0,51,0
59,Aitor Fernandez,GK,Osasuna,94,38,42,0,0,8,1,0,0,0,14,0,12,5
60,Sergio Herrera,GK,Osasuna,53,38,34,0,0,3,3,0,1,0,10,1,4,7
61,Jorge Herrando,DEF,Osasuna,0,38,0,0,0,0,0,0,0,0,0,0,0,0
62,Jesus Areso,DEF,Osasuna,0,38,0,0,0,0,0,0,0,0,0,0,0,0
63,Juan Cruz,DEF,Osasuna,60,38,50,0,0,6,8,0,0,0,0,0,2,8
64,Unai Garcia,DEF,Osasuna,57,38,41,0,1,6,6,1,0,0,0,0,3,5
65,Ruben Pena,DEF,Osasuna,40,38,34,0,1,3,2,1,0,0,0,0,0,4
66,Aridane Hernandez,DEF,Osasuna,62,38,38,0,1,6,1,0,1,0,0,0,6,6
67,Nacho Vidal,DEF,Osasuna,41,38,30,0,0,4,4,0,0,0,0,0,2,3
68,Manuel Sanchez,DEF,Osasuna,78,38,53,0,2,7,3,0,0,0,0,0,0,6
69,David Garcia,DEF,Osasuna,92,38,62,2,0,8,8,1,0,0,0,0,7,10
70,Iker Benito,MID,Osasuna,0,38,0,0,0,0,0,0,0,0,0,0,0,0
71,Aimar Oroz,MID,Osasuna,91,38,52,3,6,7,6,0,0,0,0,0,5,0
72,Robert Ibanez,MID,Osasuna,0,38,0,0,0,0,0,0,0,0,0,0,0,0
73,Javi Martinez,MID,Osasuna,0,38,0,0,0,0,0,0,0,0,0,0,0,0
74,Darko Brasanac,MID,Osasuna,38,38,33,1,1,2,5,0,0,0,0,0,0,0
75,Roberto Torres,MID,Osasuna,2,38,2,0,0,0,0,0,0,0,0,0,0,0
76,Kike Saverio,MID,Osasuna,0,38,0,0,0,0,0,0,0,0,0,0,0,0
77,Lucas Torro,MID,Osasuna,66,38,60,1,0,10,10,0,0,0,0,0,1,0
78,Jon Moncayola,MID,Osasuna,81,38,62,1,3,5,6,0,0,0,0,0,6,1
79,Moi Gomez,MID,Osasuna,107,38,59,3,2,9,5,0,0,0,0,0,23,0
80,Ruben Garcia,MID,Osasuna,61,38,38,2,2,4,2,0,0,0,0,0,5,0
81,Barbero,FWD,Osasuna,0,38,0,0,0,0,0,0,0,0,0,0,0,0
82,Kike Barja,FWD,Osasuna,67,38,40,1,6,3,1,0,0,0,0,0,6,0
83,Kike Garcia,FWD,Osasuna,49,38,42,2,0,0,5,0,0,0,0,0,4,0
84,Chimy,FWD,Osasuna,84,38,48,8,2,0,7,1,0,1,0,0,10,0
85,Ante Budimir,FWD,Osasuna,89,38,53,8,0,0,5,0,0,0,0,0,9,0
86,David Gil,GK,Cadiz,0,38,0,0,0,0,0,0,0,0,0,0,0,0
87,Jeremias Ledesma,GK,Cadiz,162,38,68,0,0,12,2,0,0,0,32,1,29,18
88,Mamadou Mbaye,DEF,Cadiz,20,38,20,0,0,2,2,0,0,0,0,0,0,6
89,Karl Eyong,DEF,Cadiz,0,38,0,0,0,0,0,0,0,0,0,0,0,0
90,Juan Cala,DEF,Cadiz,0,38,0,0,0,0,0,0,0,0,0,0,0,0
91,Isaac Carcelen,DEF,Cadiz,78,38,49,0,1,10,4,3,0,0,0,0,9,10
92,Luis Hernandez,DEF,Cadiz,100,38,70,0,0,12,6,1,0,0,0,0,8,17
93,Joseba Zaldua,DEF,Cadiz,8,38,16,0,1,0,4,0,0,0,0,0,0,7
94,Fali,DEF,Cadiz,55,38,42,0,0,6,6,0,0,0,0,0,4,9
95,Santiago Arzamendia,DEF,Cadiz,18,38,17,0,0,1,0,0,0,0,0,0,0,3
96,Alfonso Espino,DEF,Cadiz,121,38,71,0,4,12,7,0,0,0,0,0,13,16
97,Victor Chust,DEF,Cadiz,33,38,24,1,0,3,3,0,0,0,0,0,1,7
98,Jon Garrido,MID,Cadiz,0,38,0,0,0,0,0,0,0,0,0,0,0,0
99,Martin Calderon,MID,Cadiz,0,38,0,0,0,0,0,0,0,0,0,0,0,0
100,Jorge Pombo,MID,Cadiz,0,38,0,0,0,0,0,0,0,0,0,0,0,0
101,Jose Mari,MID,Cadiz,20,38,19,1,0,0,4,0,0,0,0,0,0,0
102,Alberto Perea,MID,Cadiz,1,38,1,0,0,0,0,0,0,0,0,0,0,0
103,Ivan Alejo,MID,Cadiz,33,38,42,0,1,2,11,1,0,0,0,0,0,0
104,Alex Fernandez,MID,Cadiz,71,38,43,3,0,7,0,0,0,0,0,0,6,0
105,Ruben Alcaraz,MID,Cadiz,66,38,52,3,0,9,9,1,0,1,0,0,4,0
106,Awer Mabil,MID,Cadiz,6,38,6,0,0,0,0,0,0,0,0,0,0,0
107,Tomas Alarcon,MID,Cadiz,3,38,6,0,0,0,0,1,0,0,0,0,0,0
108,Ivan Chapela,FWD,Cadiz,0,38,0,0,0,0,0,0,0,0,0,0,0,0
109,Mamady Diarra,FWD,Cadiz,3,38,3,0,0,0,0,0,0,0,0,0,0,0
110,Milutin Osmajic,FWD,Cadiz,0,38,0,0,0,0,0,0,0,0,0,0,0,0
111,Alvaro Gimenez,FWD,Cadiz,1,38,1,0,0,0,0,0,0,0,0,0,0,0
112,Ruben Sobrino,FWD,Cadiz,69,38,61,3,2,7,11,0,0,0,0,0,1,0
113,Anthony Lozano,FWD,Cadiz,41,38,40,1,1,0,6,0,0,0,0,0,0,0
114,Alvaro Negredo,FWD,Cadiz,39,38,26,1,2,0,0,0,0,0,0,0,3,0
115,Lucas Perez,FWD,Cadiz,32,38,19,3,0,0,2,0,0,0,0,0,3,0
116,Axel Werner,GK,Elche,0,38,0,0,0,0,0,0,0,0,0,0,0,0
117,Edgar Badia,GK,Elche,132,38,72,0,0,4,2,0,0,0,34,3,19,22
118,Josema,DEF,Elche,0,38,0,0,0,0,0,0,0,0,0,0,0,0
119,Diego Gonzalez,DEF,Elche,11,38,23,0,0,0,5,0,0,0,0,0,0,7
120,Pedro Bigas,DEF,Elche,32,38,48,0,0,2,3,2,0,0,0,0,1,16
121,Gonzalo Verdu,DEF,Elche,21,38,23,1,0,1,1,2,1,0,0,0,3,6
122,Carlos Clerc,DEF,Elche,61,38,62,0,1,5,5,0,0,0,0,0,1,20
123,Helibelton Palacios,DEF,Elche,31,38,44,0,0,2,6,0,0,0,0,0,0,15
124,Enzo Roco,DEF,Elche,22,38,39,0,0,0,4,1,0,0,0,0,3,13
125,Johan Mojica,DEF,Villareal,30,38,28,0,0,1,2,0,0,0,0,0,3,3
126,Victor Rodriguez,MID,Elche,0,38,0,0,0,0,0,0,0,0,0,0,0,0
127,Branislav Knezevic,MID,Elche,0,38,0,0,0,0,0,0,0,0,0,0,0,0
128,Josan,MID,Elche,48,38,33,1,3,2,2,0,0,0,0,0,1,2
129,Tete Morente,MID,Elche,82,38,55,4,0,4,5,0,0,0,0,0,8,5
130,Gerard Gumbau,MID,Elche,101,38,63,1,6,4,11,0,0,0,0,0,22,0
131,Raul Guti,MID,Elche,33,38,34,0,0,0,1,0,0,0,0,0,0,0
132,Omar Mascarell,MID,Elche,55,38,55,0,1,1,6,0,0,0,0,0,2,5
133,Fidel,MID,Elche,69,38,44,3,2,3,5,0,0,0,0,0,6,0
134,Javier Pastore,MID,Elche,1,38,1,0,0,0,0,0,0,0,0,0,0,0
135,Mourad El Ghezouani,FWD,Elche,0,38,0,0,0,0,0,0,0,0,0,0,0,0
136,Pere Milla,FWD,Elche,77,38,50,6,1,0,7,0,0,0,0,0,7,0
137,Ezequiel Ponce,FWD,Elche,54,38,40,4,0,0,2,1,0,0,0,0,3,0
138,Roger Marti,FWD,Cadiz,45,38,41,1,1,0,3,0,0,0,0,0,0,0
139,Lucas Boye,FWD,Elche,93,38,63,7,2,0,7,1,0,1,0,0,8,0
140,Joan Garcia,GK,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
141,Benjamin Lecomte,GK,Espanyol,25,38,20,0,0,1,1,1,1,0,6,0,6,5
142,Wassim Keddari,DEF,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
143,Fernando Calero,DEF,Espanyol,46,38,41,0,1,3,5,0,0,0,0,0,1,6
144,Brian Olivan,DEF,Espanyol,86,38,57,1,7,4,7,0,0,0,0,0,7,14
145,Oscar Gil,DEF,Espanyol,63,38,59,0,1,6,14,0,0,0,0,0,5,14
146,Sergi Gomez,DEF,Espanyol,43,38,53,0,0,3,0,2,0,0,0,0,1,17
147,Tonny Vilhena,DEF,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
148,Leandro Cabrera,DEF,Espanyol,48,38,59,0,1,4,8,2,1,0,0,0,5,19
149,Adria Pedrosa,DEF,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
150,Aleix Vidal,DEF,Espanyol,35,38,30,0,3,1,8,1,0,0,0,0,3,0
151,Daniel Villahermosa,MID,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
152,Pol Lozano,MID,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
153,Nicolas Melamed,MID,Espanyol,51,38,40,1,2,2,4,0,0,0,0,0,2,0
154,Adrian Embarba,MID,Espanyol,85,38,44,4,3,2,3,1,0,0,0,0,16,0
155,Vinicius Souza,MID,Espanyol,64,38,60,1,0,3,9,1,0,0,0,0,8,0
156,Keidi Bare,MID,Espanyol,18,38,18,0,1,0,0,0,0,0,0,0,0,0
157,Sergi Darder,MID,Espanyol,146,38,76,6,3,5,4,0,0,0,0,0,30,0
158,Matias Vargas,MID,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
159,Javi Puado,MID,Espanyol,101,38,60,7,2,3,4,0,0,0,0,0,1,0
160,Jofre,FWD,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
161,Kenneth Soler,FWD,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
162,Luca Koleosho,FWD,Espanyol,2,38,2,0,0,0,0,0,0,0,0,0,0,0
163,Juan Camilo Becerra,FWD,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
164,Nabil Touaizi,FWD,Espanyol,1,38,1,0,0,0,0,0,0,0,0,0,0,0
165,Landry Dimata,FWD,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
166,Joselu,FWD,Espanyol,154,38,67,16,2,0,3,0,0,0,0,0,20,0
167,Wu Lei,FWD,Espanyol,0,38,0,0,0,0,0,0,0,0,0,0,0,0
168,Raul De Tomas,FWD,Rayo Vallecano,44,38,27,4,0,0,2,0,0,1,0,0,5,0
169,Inaki Pena,GK,FC Barcelona,0,38,0,0,0,0,0,0,0,0,0,0,0,0
170,Ter Stegen,GK,FC Barcelona,204,38,75,0,0,26,0,0,0,0,16,0,14,5
171,Alejandro Balde,DEF,FC Barcelona,153,38,61,1,6,19,4,0,0,0,0,0,1,5
172,Sergi Roberto,DEF,FC Barcelona,94,38,36,4,1,8,3,0,0,0,0,0,5,3
173,Andreas Christensen,DEF,FC Barcelona,89,38,41,1,1,9,2,0,1,0,0,0,9,2
174,Samuel Umtiti,DEF,FC Barcelona,0,38,0,0,0,0,0,0,0,0,0,0,0,0
175,Eric Garcia,DEF,FC Barcelona,72,38,37,1,0,8,3,0,0,0,0,0,3,3
176,Jules Kounde,DEF,FC Barcelona,158,38,56,1,3,21,2,0,1,0,0,0,11,4
177,Sergino Dest,DEF,FC Barcelona,0,38,0,0,0,0,0,0,0,0,0,0,0,0
178,Ronald Araujo,DEF,FC Barcelona,104,38,42,0,2,16,6,1,1,0,0,0,4,1
179,Jordi Alba,DEF,FC Barcelona,101,38,38,2,3,10,4,1,0,0,0,0,11,2
180,Gerard Pique,DEF,FC Barcelona,25,38,10,0,0,4,3,0,0,0,0,0,2,0
181,Pablo Torre,MID,FC Barcelona,0,38,0,0,0,0,0,0,0,0,0,0,0,0
182,Miralem Pjanic,MID,FC Barcelona,0,38,0,0,0,0,0,0,0,0,0,0,0,0
183,Franck Kessie,MID,FC Barcelona,38,38,32,1,1,2,4,0,0,0,0,0,0,0
184,Sergio Busquets,MID,FC Barcelona,91,38,55,0,4,19,6,1,0,0,0,0,14,0
185,Gavi,MID,FC Barcelona,100,38,64,2,4,20,10,0,0,0,0,0,4,0
186,Raphinha,MID,FC Barcelona,159,38,60,7,7,18,8,0,0,0,0,0,33,0
187,Pedri,MID,FC Barcelona,115,38,49,6,1,16,2,0,0,0,0,0,19,0
188,Frenkie De Jong,MID,FC Barcelona,108,38,57,2,4,12,3,0,0,0,0,0,20,0
189,Martin Braithwaite,FWD,Espanyol,103,38,58,10,2,0,5,1,0,0,0,0,7,0
190,Ferran Torres,FWD,FC Barcelona,65,38,45,4,2,0,5,1,0,1,0,0,8,0
191,Memphis Depay,FWD,Atletico Madrid,34,38,13,5,0,0,1,0,0,0,0,0,2,0
192,Pierre-Emerick Aubameyang,FWD,FC Barcelona,1,38,1,0,0,0,0,0,0,0,0,0,0,0
193,Ousmane Dembele,FWD,FC Barcelona,88,38,39,5,7,1,4,0,0,0,0,0,12,0
194,Ansu Fati,FWD,FC Barcelona,84,38,46,7,3,0,3,0,0,0,0,0,4,0
195,Robert Lewandowski,FWD,FC Barcelona,200,38,66,23,7,1,2,1,0,1,0,0,28,0
196,Diego Conde,GK,Getafe,0,38,0,0,0,0,0,0,0,0,0,0,0,0
197,David Soria,GK,Getafe,190,38,76,0,0,13,3,0,0,0,30,4,29,14
198,Gaston Alvarez,DEF,Getafe,66,38,38,2,0,7,8,1,0,0,0,0,1,2
199,Juan Iglesias,DEF,Getafe,76,38,53,1,0,8,8,0,0,0,0,0,2,9
200,Amankwaa Akurugu,DEF,Getafe,0,38,0,0,0,0,0,0,0,0,0,0,0,0
201,Fabrizio Angileri,DEF,Getafe,10,38,19,0,0,0,2,1,0,0,0,0,0,4
202,Stefan Mitrovic,DEF,Getafe,66,38,40,0,0,8,4,0,0,0,0,0,1,3
203,Damian Suarez,DEF,Getafe,82,38,48,1,1,9,7,0,0,0,0,0,1,5
204,Domingos Duarte,DEF,Getafe,78,38,60,0,2,8,9,1,1,0,0,0,8,14
205,Djene,DEF,Getafe,90,38,64,0,1,11,10,1,0,0,0,0,5,13
206,Angel Algobia,MID,Getafe,34,38,36,0,0,1,3,0,0,0,0,0,0,0
207,Jaime Seoane,MID,Getafe,17,38,17,0,0,1,1,0,0,0,0,0,0,0
208,Jakub Jankto,MID,Getafe,0,38,0,0,0,0,0,0,0,0,0,0,0,0
209,Luis Milla,MID,Getafe,60,38,44,0,3,7,4,1,0,0,0,0,7,0
210,Portu,MID,Getafe,57,38,50,0,3,6,5,1,0,0,0,0,0,2
211,Mauro Arambarri,MID,Getafe,28,38,25,0,1,5,3,1,1,0,0,0,3,0
212,Nemanja Maksimovic,MID,Getafe,58,38,51,0,0,8,3,0,0,0,0,0,2,0
213,Carles Alena,MID,Getafe,74,38,57,2,2,9,10,1,0,0,0,0,5,0
214,John Joe Patrick Finn,FWD,Getafe,0,38,0,0,0,0,0,0,0,0,0,0,0,0
215,Jaime Mata,FWD,Getafe,29,38,23,1,1,1,5,0,0,0,0,0,4,0
216,Borja Mayoral,FWD,Getafe,103,38,68,8,2,0,4,0,0,2,0,0,5,0
217,Enes Unal,FWD,Getafe,155,38,69,14,3,0,6,0,0,1,0,0,29,0
218,Juan Carlos,GK,Girona,22,38,20,0,0,0,0,0,0,0,5,0,2,5
219,Biel Farres,DEF,Girona,0,38,0,0,0,0,0,0,0,0,0,0,0,0
220,Eric Monjonell,DEF,Girona,0,38,0,0,0,0,0,0,0,0,0,0,0,0
221,Juanpe,DEF,Girona,39,38,34,1,0,2,3,0,0,0,0,0,1,7
222,Santiago Bueno,DEF,Girona,70,38,67,0,1,4,5,1,0,0,0,0,6,14
223,Arnau Martinez,DEF,Girona,79,38,63,3,4,2,11,0,0,0,0,0,4,15
224,Bernardo Espinos,DEF,Girona,36,38,32,1,1,1,5,0,0,0,0,0,2,6
225,Miguel Gutierrez,DEF,Girona,79,38,59,2,3,3,6,0,0,0,0,0,3,10
226,Ramon Terrats,MID,Girona,50,38,35,1,1,3,1,0,0,0,0,0,5,0
227,Ibrahim Kebe,MID,Girona,0,38,0,0,0,0,0,0,0,0,0,0,0,0
228,Ivan Martin,MID,Girona,68,38,41,3,3,4,2,0,0,0,0,0,1,0
229,Valery Fernandez,MID,Girona,41,38,32,0,2,2,1,0,0,0,0,0,2,0
230,Borja Garcia,MID,Girona,21,38,16,1,0,1,1,0,0,0,0,0,0,0
231,David Lopez,MID,Girona,66,38,38,3,1,1,5,0,0,0,0,0,14,6
232,Aleix Garcia,MID,Girona,108,38,55,1,5,2,1,0,0,0,0,0,32,0
233,Rodrigo Riquelme,MID,Girona,88,38,53,4,4,1,1,0,0,0,0,0,3,0
234,Yan Couto,MID,Girona,46,38,35,1,2,1,3,0,0,0,0,0,2,0
235,Yangel Herrera,MID,Girona,41,38,28,2,2,0,4,0,0,0,0,0,1,0
236,Joel Roca,FWD,Girona,2,38,2,0,0,0,0,0,0,0,0,0,0,0
237,Pau Victor,FWD,Girona,0,38,0,0,0,0,0,0,0,0,0,0,0,0
238,Oscar Urena,FWD,Girona,3,38,3,0,0,0,0,0,0,0,0,0,0,0
239,Samu Saiz,FWD,Girona,17,38,9,2,0,0,1,0,0,0,0,0,1,0
240,Christhian Stuani,FWD,Girona,73,38,42,9,0,0,8,0,0,1,0,0,5,0
241,Valentin Castellanos,FWD,Girona,115,38,67,13,0,1,11,0,0,0,0,0,7,0
242,Stole Dimitrievski,GK,Rayo Vallecano,128,38,74,0,0,9,4,0,0,0,20,0,19,17
243,Diego Lopez,GK,Rayo Vallecano,33,38,10,3,1,0,0,0,0,0,0,0,3,1
244,Mario Hernandez,DEF,Rayo Vallecano,0,38,0,0,0,0,0,0,0,0,0,0,0,0
245,Esteban Saveljich,DEF,Rayo Vallecano,0,38,0,0,0,0,0,0,0,0,0,0,0,0
246,Mario Suarez,DEF,Rayo Vallecano,-1,38,2,0,0,0,0,1,0,0,0,0,0,0
247,Ivan Balliu,DEF,Rayo Vallecano,84,38,72,0,0,9,6,0,2,0,0,0,3,17
248,Florian Lejeune,DEF,Rayo Vallecano,97,38,59,4,0,8,4,3,1,0,0,0,12,15
249,Alejandro Catena,DEF,Rayo Vallecano,87,38,70,1,1,8,12,1,0,0,0,0,6,15
250,Fran Garcia,DEF,Rayo Vallecano,119,38,76,2,3,9,1,0,0,0,0,0,5,18
251,Ruben de Tomas,MID,Rayo Vallecano,0,38,0,0,0,0,0,0,0,0,0,0,0,0
252,Jose Pozo,MID,Rayo Vallecano,8,38,8,0,0,0,0,0,0,0,0,0,0,0
253,Salvi,MID,Rayo Vallecano,23,38,25,0,0,0,2,0,0,0,0,0,0,0
254,Oscar Valentin,MID,Rayo Vallecano,62,38,62,0,0,8,12,0,0,0,0,0,4,0
255,Unai Lopez,MID,Rayo Vallecano,59,38,42,1,2,5,2,0,0,0,0,0,3,0
256,Isi Palazon,MID,Rayo Vallecano,148,38,70,9,5,10,4,0,0,2,0,0,16,0
257,Bebe,MID,Rayo Vallecano,3,38,4,0,0,0,1,0,0,0,0,0,0,0
258,Santi Comesana,MID,Rayo Vallecano,92,38,60,3,2,9,6,0,0,0,0,0,8,0
259,Randy Nteka,MID,Elche,29,38,33,0,0,0,1,1,0,0,0,0,0,0
260,Ismaila Ciss,MID,Rayo Vallecano,49,38,42,1,0,3,4,0,1,0,0,0,5,0
261,Alvaro Garcia,MID,Rayo Vallecano,124,38,67,5,5,9,7,0,0,0,0,0,15,0
262,Oscar Trejo,MID,Rayo Vallecano,91,38,59,3,4,9,9,0,0,1,0,0,7,0
263,Sergio Moreno,FWD,Rayo Vallecano,0,38,0,0,0,0,0,0,0,0,0,0,0,0
264,Andres Martin,FWD,Rayo Vallecano,0,38,0,0,0,0,0,0,0,0,0,0,0,0
265,Lass Bangoura,FWD,Rayo Vallecano,0,38,0,0,0,0,0,0,0,0,0,0,0,0
266,Sergio Camello,FWD,Rayo Vallecano,113,38,65,6,5,0,1,0,0,0,0,0,10,0
267,Radamel Falcao,FWD,Rayo Vallecano,34,38,29,2,0,0,4,0,0,0,0,0,1,0
268,Ivan Villar,GK,Celta Vigo,56,38,36,0,0,4,0,0,0,0,7,0,3,6
269,Agustin Marchesin,GK,Celta Vigo,75,38,38,0,0,6,3,0,0,0,10,2,7,11
270,Carlos Dominguez,DEF,Celta Vigo,2,38,2,0,0,0,0,0,0,0,0,0,0,0
271,Kevin Vasquez,DEF,Celta Vigo,18,38,14,0,0,2,2,0,0,0,0,0,0,2
272,Hugo Mallo,DEF,Celta Vigo,69,38,51,0,1,7,5,1,0,0,0,0,7,12
273,Unai Nunez,DEF,Celta Vigo,87,38,71,0,0,9,8,0,1,0,0,0,6,16
274,Javi Galan,DEF,Celta Vigo,114,38,72,0,3,10,6,0,0,0,0,0,16,17
275,Joseph Aidoo,DEF,Celta Vigo,114,38,70,3,0,10,4,1,0,0,0,0,9,16
276,Oscar Mingueza,DEF,Celta Vigo,38,38,33,0,0,3,2,0,0,0,0,0,0,5
277,Gabriel Veiga,MID,Celta Vigo,145,38,63,11,4,10,6,1,0,0,0,0,14,0
278,Augusto Solari,MID,Celta Vigo,15,38,12,0,1,0,1,0,0,0,0,0,0,0
279,Miguel Baeza,MID,Celta Vigo,0,38,0,0,0,0,0,0,0,0,0,0,0,0
280,Luca De La Torre,MID,Celta Vigo,45,38,40,0,2,5,6,0,0,0,0,0,0,0
281,Williot Swedberg,MID,Celta Vigo,0,38,0,0,0,0,0,0,0,0,0,0,0,0
282,Fran Beltran,MID,Celta Vigo,75,38,66,0,2,7,4,0,0,0,0,0,0,1
283,Franco Cervi,MID,Celta Vigo,67,38,53,0,4,4,1,1,0,0,0,0,2,0
284,Oscar Rodriguez,MID,Celta Vigo,60,38,50,2,0,3,6,0,0,0,0,0,3,0
