,Name,Slug,Position,Team,Team Slug,Pts,GWs,Mins Pts,G,A,CS,YC,RC,OG,2GC,PenMiss,Saves Pts,PenSave,Bonus
0,Borja Iglesias,borja-iglesias,F,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,Willian José,willian-jose,F,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,Nabil Fekir,nabil-fekir,M,Real Betis,real-betis,2,1,2,0,0,0,0,0,0,0,0,0,0,0
3,Guido Rodríguez,guido-rodriguez,M,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,Luiz Henrique,luiz-henrique,M,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,William Carvalho,william-carvalho,M,Real Betis,real-betis,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6,Andrés Guardado,andres-guardado,M,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,Sergio Canales,sergio-canales,M,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,Marc Roca,marc-roca,M,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,Ayoze Pérez,ayoze-perez,M,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,Juanmi,juanmi,M,Cádiz,cadiz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11,Rodri Sánchez,rodri-sanchez,M,Real Betis,real-betis,2,1,2,0,0,0,0,0,0,0,0,0,0,0
12,Paul Akouokou,paul-akouokou,M,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,Raúl Fernández,raul-fernandez,G,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,Enrique Fernández López,enrique-fernandez-lopez,M,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,Héctor Bellerín,hector-bellerin,D,Real Betis,real-betis,2,1,2,0,0,0,0,0,0,0,0,0,0,0
16,Germán Pezzella,german-pezzella,D,Real Betis,real-betis,2,1,2,0,0,0,0,0,0,0,0,0,0,0
17,Youssouf Sabaly,youssouf-sabaly,D,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,Juan Miranda,juan-miranda,D,Real Betis,real-betis,5,1,2,0,0,1,1,0,0,0,0,0,0,0
19,Luiz Felipe,luiz-felipe,D,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,Abner Vinícius,abner-vinicius,D,Real Betis,real-betis,1,1,1,0,0,0,0,0,0,0,0,0,0,0
21,Aitor Ruibal,aitor-ruibal,D,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,Martín Montoya,martin-montoya,D,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,Claudio Bravo,claudio-bravo,G,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,Rui Silva,rui-silva,G,Real Betis,real-betis,1,1,2,0,0,0,1,0,0,0,0,0,0,0
25,Robert Lewandowski,robert-lewandowski,F,Barcelona,barcelona,6,1,2,1,0,0,0,0,0,0,0,0,0,0
26,Ousmane Dembélé,ousmane-dembele,F,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,Ansu Fati,ansu-fati,F,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,Raphinha,raphinha,F,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,Ferran Torres,ferran-torres,F,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,F,Real Betis,real-betis,1,1,1,0,0,0,0,0,0,0,0,0,0,0
31,Pedri,pedri,M,Barcelona,barcelona,5,1,2,0,1,0,0,0,0,0,0,0,0,0
32,Frenkie de Jong,frenkie-de-jong,M,Barcelona,barcelona,4,1,2,0,0,0,0,0,0,0,0,0,0,2
33,Gavi,gavi,M,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,İlkay Gündoğan,ilkay-gundogan,M,Barcelona,barcelona,12,1,1,1,1,0,0,0,0,0,0,0,0,3
35,Franck Kessié,franck-kessie,M,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,Nicolás González,nicolas-gonzalez,M,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,Alex Collado,alex-collado,M,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,Oriol Romeu,oriol-romeu,M,Barcelona,barcelona,1,1,1,0,0,0,0,0,0,0,0,0,0,0
39,Ronald Araújo,ronald-araujo,D,Barcelona,barcelona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
40,Jules Koundé,jules-kounde,D,Barcelona,barcelona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
41,Alejandro Baldé,alejandro-balde,D,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,Andreas Christensen,andreas-christensen,D,Barcelona,barcelona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
43,Sergiño Dest,sergino-dest,D,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,Marcos Alonso,marcos-alonso,D,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,Eric García,eric-garcia,D,Girona FC,girona-fc,9,1,2,0,0,1,0,0,0,0,0,0,0,3
46,Sergi Roberto,sergi-roberto,D,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,Clément Lenglet,clement-lenglet,D,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,Iñigo Martínez,inigo-martinez,D,Barcelona,barcelona,1,1,1,0,0,0,0,0,0,0,0,0,0,0
49,Marc-André ter Stegen,marc-andre-ter-stegen,G,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,Iñaki Peña,inaki-pena,G,Barcelona,barcelona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
51,Radamel Falcao,radamel-falcao,F,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,Raúl de Tomás,raul-de-tomas,F,Rayo Vallecano,rayo-vallecano,1,1,1,0,0,0,0,0,0,0,0,0,0,0
53,Randy Nteka,randy-nteka,F,Rayo Vallecano,rayo-vallecano,1,1,1,0,0,0,0,0,0,0,0,0,0,0
54,Andrés Martín,andres-martin,F,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,Sergio Moreno,sergio-moreno,F,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,Ismaila Ciss,ismaila-ciss,M,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,Isi Palazón,isi-palazon,M,Rayo Vallecano,rayo-vallecano,10,1,2,1,0,0,0,0,0,1,0,0,0,3
58,Óscar Trejo,oscar-trejo,M,Rayo Vallecano,rayo-vallecano,1,1,1,0,0,0,0,0,0,0,0,0,0,0
59,Álvaro García,alvaro-garcia,M,Rayo Vallecano,rayo-vallecano,2,1,2,0,0,0,0,0,0,1,0,0,0,0
60,Bebé,bebe,M,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,Unai López,unai-lopez,M,Rayo Vallecano,rayo-vallecano,2,1,2,0,0,0,0,0,0,1,0,0,0,0
62,Óscar Valentín,oscar-valentin,M,Rayo Vallecano,rayo-vallecano,2,1,2,0,0,0,0,0,0,1,0,0,0,0
63,Salvi,salvi,M,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,Joni Montiel,joni-montiel,M,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,José Pozo,jose-pozo,M,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,Pablo Muñoz,pablo-munoz,M,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,Alfonso Espino,alfonso-espino,D,Rayo Vallecano,rayo-vallecano,5,1,2,0,1,0,0,0,0,1,0,0,0,1
68,Abdul Mumin,abdul-mumin,D,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,Ivan Balliu,ivan-balliu,D,Rayo Vallecano,rayo-vallecano,1,1,2,0,0,0,0,0,0,1,0,0,0,0
70,Aridane Hernández,aridane-hernandez,D,Rayo Vallecano,rayo-vallecano,1,1,2,0,0,0,0,0,0,1,0,0,0,0
71,Josep Chavarría,josep-chavarria,D,Rayo Vallecano,rayo-vallecano,1,1,2,0,0,0,0,0,0,1,0,0,0,0
72,Martín Pascual,martin-pascual,D,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,Jorge Moreno,jorge-moreno,D,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,Sergio Arribas,sergio-arribas,M,Rayo Vallecano,almeria,10,1,2,1,0,0,0,0,0,1,0,0,0,3
75,Stole Dimitrievski,stole-dimitrievski,G,Rayo Vallecano,rayo-vallecano,2,1,2,0,0,0,0,0,0,1,0,1,0,0
76,Miguel Ángel Morro,miguel-angel-morro,G,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,Miguel Benedí,miguel-benedi,G,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,Gerard Moreno,gerard-moreno,F,Villarreal,villarreal,2,1,2,0,0,1,0,0,0,0,0,0,0,0
79,Arnaut Danjuma,arnaut-danjuma,F,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,Ben Brereton Díaz,ben-brereton-diaz,F,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,Ilias Akhomach,ilias-akhomach,M,Villarreal,villarreal,1,1,1,0,0,0,0,0,0,0,0,0,0,0
82,José Luis Morales,jose-luis-morales,F,Villarreal,villarreal,1,1,1,0,0,0,0,0,0,0,0,0,0,0
83,Samuel Chukwueze,samuel-chukwueze,M,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,Yéremy Pino,yeremy-pino,M,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,Dani Parejo,dani-parejo,M,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,Denis Suárez,denis-suarez,M,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,Alejandro Baena,alejandro-baena,M,Villarreal,villarreal,5,1,2,0,0,1,1,0,0,0,0,0,0,3
88,Étienne Capoue,etienne-capoue,M,Villarreal,villarreal,1,1,1,0,0,0,0,0,0,0,0,0,0,0
89,Francis Coquelin,francis-coquelin,M,Villarreal,villarreal,2,1,2,0,0,1,1,0,0,0,0,0,0,0
90,Manu Trigueros,manu-trigueros,M,Villarreal,villarreal,1,1,1,0,0,0,0,0,0,0,0,0,0,0
91,Santi Comesaña,santi-comesana,M,Villarreal,villarreal,2,1,2,0,0,1,1,0,0,0,0,0,0,0
92,Iván Martín,ivan-martin,M,Girona FC,girona-fc,3,1,2,0,0,1,0,0,0,0,0,0,0,0
93,Ramón Terrats,ramon-terrats,M,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
94,Aïssa Mandi,aissa-mandi,D,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,Juan Foyth,juan-foyth,D,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,Johan Mojica,johan-mojica,D,Osasuna,osasuna,1,1,1,0,0,0,0,0,0,0,0,0,0,0
97,Raúl Albiol,raul-albiol,D,Villarreal,villarreal,6,1,2,0,0,1,0,0,0,0,0,0,0,0
98,Alberto Moreno,alberto-moreno,D,Villarreal,villarreal,8,1,2,0,0,1,0,0,0,0,0,0,0,2
99,Alfonso Pedraza,alfonso-pedraza,D,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,Jorge Cuenca,jorge-cuenca,D,Villarreal,villarreal,6,1,2,0,0,1,0,0,0,0,0,0,0,0
101,Kiko Femenía,kiko-femenia,D,Villarreal,villarreal,6,1,2,0,0,1,0,0,0,0,0,0,0,0
102,Pepe Reina,pepe-reina,G,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,Filip Jörgensen,filip-jorgensen,G,Villarreal,villarreal,6,1,2,0,0,1,0,0,0,0,0,0,0,0
104,Ante Budimir,ante-budimir,F,Osasuna,osasuna,2,1,2,0,0,0,0,0,0,1,0,0,0,0
105,Chimy Ávila,chimy-avila,F,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,Kike García,kike-garcia,F,Deportivo Alavés,deportivo-alaves,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,Kike Barja,kike-barja,F,Osasuna,osasuna,0,1,1,0,0,0,1,0,0,0,0,0,0,0
108,Moi Gómez,moi-gomez,M,Osasuna,osasuna,3,1,2,0,0,0,0,0,0,1,0,0,0,1
109,Rubén García,ruben-garcia,M,Osasuna,osasuna,1,1,1,0,0,0,0,0,0,0,0,0,0,0
110,Aimar Oroz,aimar-oroz,M,Osasuna,osasuna,1,1,1,0,0,0,0,0,0,0,0,0,0,0
111,Lucas Torró,lucas-torro,M,Osasuna,osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,José Manuel Arnáiz,jose-manuel-arnaiz,F,Osasuna,osasuna,1,1,1,0,0,0,0,0,0,0,0,0,0,0
113,Jon Moncayola,jon-moncayola,M,Osasuna,osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,Darko Brašanac,darko-brasanac,M,Osasuna,osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115,Javi Martínez,javi-martinez,M,Osasuna,osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,Pablo Ibáñez Lumbreras,pablo-ibanez-lumbreras,M,Osasuna,osasuna,2,1,2,0,0,0,0,0,0,1,0,0,0,0
117,David García,david-garcia,D,Osasuna,osasuna,0,1,2,0,0,0,1,0,0,1,0,0,0,0
118,Alejandro Catena,alejandro-catena,D,Osasuna,osasuna,1,1,2,0,0,0,0,0,0,1,0,0,0,0
119,Nacho Vidal,nacho-vidal,D,Mallorca,mallorca,0,1,1,0,0,0,0,0,0,1,0,0,0,0
120,Rubén Peña,ruben-pena,D,Osasuna,osasuna,1,1,2,0,0,0,0,0,0,1,0,0,0,0
121,Unai García,unai-garcia,D,Osasuna,osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,Juan Cruz,juan-cruz,D,Osasuna,osasuna,1,1,2,0,0,0,0,0,0,1,0,0,0,0
123,Jesús Areso,jesus-areso,D,Osasuna,osasuna,1,1,2,0,0,0,0,0,0,1,0,0,0,0
124,Aitor Fernández,aitor-fernandez,G,Osasuna,osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,Sergio Herrera,sergio-herrera,G,Osasuna,osasuna,1,1,2,0,0,0,0,0,0,1,0,0,0,0
126,Iago Aspas,iago-aspas,F,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,Carles Pérez,carles-perez,M,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,Jørgen Strand Larsen,jorgen-strand-larsen,F,Celta Vigo,celta-vigo,12,1,2,1,1,1,0,0,0,0,0,0,0,3
129,Gonçalo Paciência,goncalo-paciencia,F,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,Santi Mina,santi-mina,F,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,Williot Swedberg,williot-swedberg,M,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
132,Miguel Rodríguez,miguel-rodriguez,F,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,Gabri Veiga,gabri-veiga,M,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,Renato Tapia,renato-tapia,M,Celta Vigo,celta-vigo,3,1,2,0,0,1,0,0,0,0,0,0,0,0
135,Jonathan Bamba,jonathan-bamba,M,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,Franco Cervi,franco-cervi,M,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,Fran Beltrán,fran-beltran,M,Celta Vigo,celta-vigo,3,1,2,0,0,1,0,0,0,0,0,0,0,0
138,Luca De La Torre,luca-de-la-torre,M,Celta Vigo,celta-vigo,13,1,2,1,1,1,0,0,0,0,0,0,0,2
139,Carlos Dotor,dotor-carlos,M,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,Miguel Baeza,miguel-baeza,M,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,Óscar Mingueza,oscar-mingueza,D,Celta Vigo,celta-vigo,6,1,2,0,0,1,0,0,0,0,0,0,0,0
142,Joseph Aidoo,joseph-aidoo,D,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,Unai Núñez,unai-nunez,D,Celta Vigo,celta-vigo,6,1,2,0,0,1,0,0,0,0,0,0,0,0
144,Manuel Sánchez,manuel-sanchez,D,Celta Vigo,celta-vigo,1,1,1,0,0,0,0,0,0,0,0,0,0,0
145,Kevin Vázquez,kevin-vazquez,D,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,Jose Fontán,jose-fontan,D,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147,Sergio Carreira,sergio-carreira,D,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,Carlos Domínguez,carlos-dominguez,D,Celta Vigo,celta-vigo,6,1,2,0,0,1,0,0,0,0,0,0,0,0
149,Agustín Marchesín,agustin-marchesin,G,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,Rubén Blanco,ruben-blanco,G,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,Iván Villar,ivan-villar,G,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,Mikel Oyarzabal,mikel-oyarzabal,F,Real Sociedad,real-sociedad,2,1,2,0,0,1,0,0,0,0,0,0,0,0
153,Umar Sadiq,umar-sadiq,F,Real Sociedad,real-sociedad,1,1,1,0,0,0,0,0,0,0,0,0,0,0
154,Mohamed-Ali Cho,mohamed-ali-cho,F,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155,Ander Barrenetxea,ander-barrenetxea,F,Real Sociedad,real-sociedad,3,1,1,0,0,0,0,0,0,0,0,0,0,2
156,Jon Karrikaburu,jon-karrikaburu,F,Deportivo Alavés,deportivo-alaves,0,1,0,0,0,0,0,0,0,0,0,0,0,0
157,Carlos Fernández,carlos-fernandez,F,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,Martín Merquelanz,martin-merquelanz,F,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159,Takefusa Kubo,kubo-takefusa,M,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
160,David Silva,david-silva,M,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,Martín Zubimendi,martin-zubimendi,M,Real Sociedad,real-sociedad,3,1,2,0,0,1,0,0,0,0,0,0,0,0
162,Mikel Merino,mikel-merino,M,Real Sociedad,real-sociedad,1,1,1,0,0,0,0,0,0,0,0,0,0,0
163,Brais Méndez,brais-mendez,M,Real Sociedad,real-sociedad,2,1,2,0,0,1,1,0,0,0,0,0,0,0
164,Robert Navarro,robert-navarro,M,Cádiz,cadiz,3,1,2,0,0,1,0,0,0,0,0,0,0,0
165,Beñat Turrientes,benat-turrientes,M,Real Sociedad,real-sociedad,0,1,1,0,0,0,1,0,0,0,0,0,0,0
166,Peter Pokorný,peter-pokorny,M,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,Hamari Traore,hamari-traore,D,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,Robin Le Normand,robin-le-normand,D,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169,Igor Zubeldia,igor-zubeldia,D,Real Sociedad,real-sociedad,5,1,2,0,0,1,1,0,0,0,0,0,0,0
170,Diego Rico,diego-rico,D,Getafe,getafe,2,1,2,0,0,0,0,0,0,0,0,0,0,0
171,Aritz Elustondo,aritz-elustondo,D,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,Andoni Gorosabel,andoni-gorosabel,D,Deportivo Alavés,deportivo-alaves,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,Aihen Muñoz,aihen-munoz,D,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,Jon Pacheco,jon-pacheco,D,Real Sociedad,real-sociedad,6,1,2,0,0,1,0,0,0,0,0,0,0,0
175,Álex Sola,alex-sola,M,Deportivo Alavés,deportivo-alaves,6,1,2,0,1,0,1,0,0,1,0,0,0,2
176,Álex Remiro,alex-remiro,G,Real Sociedad,real-sociedad,7,1,2,0,0,1,0,0,0,0,0,1,0,0
177,Iñaki Williams,inaki-williams,M,Athletic Club,athletic-club,4,1,2,0,0,1,0,0,0,0,0,0,0,1
178,Gorka Guruzeta,gorka-guruzeta,F,Athletic Club,athletic-club,11,1,2,1,1,1,0,0,0,0,0,0,0,2
179,Asier Villalibre,asier-villalibre,F,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180,Malcom Ares,malcom-ares,F,Athletic Club,athletic-club,1,1,1,0,0,0,0,0,0,0,0,0,0,0
181,Juan Artola,juan-artola,F,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,Javier Martón Ansó,javier-marton-anso,F,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
183,Nico Williams,nico-williams,M,Athletic Club,athletic-club,6,1,2,0,1,1,0,0,0,0,0,0,0,0
184,Ander Herrera,ander-herrera,M,Athletic Club,athletic-club,1,1,1,0,0,0,0,0,0,0,0,0,0,0
185,Iker Muniain,iker-muniain,M,Athletic Club,athletic-club,7,1,1,1,0,0,0,0,0,0,0,0,0,1
186,Oihan Sancet,oihan-sancet,M,Athletic Club,athletic-club,6,1,2,0,1,1,0,0,0,0,0,0,0,0
187,Álex Berenguer,alex-berenguer,M,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,Raúl García,raul-garcia,M,Athletic Club,athletic-club,3,1,3,0,0,0,0,0,0,1,0,0,0,0
189,Mikel Vesga,mikel-vesga,M,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,Dani García,dani-garcia,M,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
191,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,M,Athletic Club,athletic-club,3,1,2,0,0,1,0,0,0,0,0,0,0,0
192,Unai Vencedor,unai-vencedor,M,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,Nico Serrano,nico-serrano,M,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194,Peru Nolaskoain Esnal,peru-nolaskoain-esnal,M,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
195,Jon Morcillo,jon-morcillo,M,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196,Beñat Prados,benat-prados,D,Athletic Club,athletic-club,7,1,2,0,0,1,0,0,0,0,0,0,0,1
197,Wibuala Junior Bita,wibuala-junior-bita,M,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
198,Yeray Álvarez,yeray-alvarez,D,Athletic Club,athletic-club,6,1,2,0,0,1,0,0,0,0,0,0,0,0
199,Yuri Berchiche,yuri-berchiche,D,Athletic Club,athletic-club,21,1,2,2,0,1,0,0,0,0,0,0,0,3
200,Óscar de Marcos,oscar-de-marcos,D,Athletic Club,athletic-club,10,1,2,0,1,1,0,0,0,0,0,0,0,1
201,Daniel Vivian,daniel-vivian,D,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202,Íñigo Lekue,inigo-lekue,D,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203,Aitor Paredes,aitor-paredes,D,Athletic Club,athletic-club,7,1,2,0,0,1,0,0,0,0,0,0,0,1
204,Imanol García de Albéniz,imanol-garcia-de-albeniz,D,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205,Álex Petxa,alex-petxa,D,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,Unai Simón,unai-simon,G,Athletic Club,athletic-club,6,1,2,0,0,1,0,0,0,0,0,0,0,0
207,Julen Agirrezabala,julen-agirrezabala,G,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
208,Vedat Muriqi,vedat-muriqi,F,Mallorca,mallorca,1,1,1,0,0,0,0,0,0,1,0,0,0,0
209,Amath Ndiaye,amath-ndiaye,F,Mallorca,mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,Abdón Prats,abdon-prats,F,Mallorca,mallorca,1,1,1,0,0,0,0,0,0,0,0,0,0,0
211,Javi Llabrés,javi-llabres,F,Mallorca,mallorca,1,1,1,0,0,0,0,0,0,0,0,0,0,0
212,Iddrisu Baba,iddrisu-baba,M,Mallorca,almeria,1,1,1,0,0,0,0,0,0,0,0,0,0,0
213,Omar Mascarell,omar-mascarell,M,Mallorca,mallorca,2,1,2,0,0,0,0,0,0,2,0,0,0,0
214,Dani Rodríguez,dani-rodriguez,M,Mallorca,mallorca,2,1,2,0,0,0,0,0,0,1,0,0,0,0
215,Manu Morlanes,manu-morlanes,M,Mallorca,mallorca,2,1,2,0,0,0,0,0,0,2,0,0,0,0
216,Clément Grenier,clement-grenier,M,Mallorca,mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
217,Antonio Sánchez,antonio-sanchez,M,Mallorca,mallorca,1,1,1,0,0,0,0,0,0,1,0,0,0,0
218,Pablo Maffeo,pablo-maffeo,D,Mallorca,mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219,Martin Valjent,martin-valjent,D,Mallorca,mallorca,0,1,2,0,0,0,0,0,0,2,0,0,0,0
220,Giovanni González,giovanni-gonzalez,D,Mallorca,mallorca,0,1,1,0,0,0,0,0,0,1,0,0,0,0
221,Toni Lato,toni-lato,D,Mallorca,mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,Antonio Raíllo,antonio-raillo,D,Mallorca,mallorca,0,1,2,0,0,0,0,0,0,2,0,0,0,0
223,José Copete,jose-copete,D,Mallorca,mallorca,0,1,1,0,0,0,0,0,0,1,0,0,0,0
