,Name,Position,Team,Pts,GWs,Mins Pts,G,A,CS,YC,RC,OG,PenMiss,Saves Pts,PenSave,Bonus,2GC
330,Youssouf Sabaly,DEF,Real Betis,2,1,2,0,0,0,0,0,0,0,0,0,0,0
331,Aitor Ruibal,MID,Real Betis,1,1,1,0,0,0,0,0,0,0,0,0,0,0
332,Victor Camarasa,MID,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333,Paul Akouokou,MID,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334,Rodri Sanchez,MID,Real Betis,2,1,2,0,0,0,0,0,0,0,0,0,0,0
335,Juanmi,MID,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336,Joaquin,MID,Real Betis,4,1,1,0,1,0,0,0,0,0,0,0,0,0
337,Luiz Henrique,MID,Real Betis,2,1,2,0,0,0,0,0,0,0,0,0,0,0
338,Sergio Canales,MID,Real Betis,1,1,2,0,0,0,1,0,0,0,0,0,0,0
339,Andres Guardado,MID,Real Betis,1,1,1,0,0,0,0,0,0,0,0,0,0,0
340,William Carvalho,MID,Real Betis,15,1,2,2,0,0,0,0,0,0,0,0,3,0
341,Guido Rodriguez,MID,Real Betis,2,1,2,0,0,0,0,0,0,0,0,0,0,0
342,Nabil Fekir,MID,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343,Loren Moron,FWD,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,Borja Iglesias,FWD,Real Betis,11,1,2,1,1,0,0,0,0,0,0,0,2,0
345,Willian Jose,FWD,Real Betis,1,1,1,0,0,0,0,0,0,0,0,0,0,0
346,Andriy Lunin,GK,Real Madrid,3,1,2,0,0,0,0,0,0,0,1,0,0,0
347,Thibaut Courtois,GK,Real Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,Vinicius Tobias,DEF,Real Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349,Jesus Vallejo,DEF,Real Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,Alvaro Odriozola,DEF,Real Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351,Nacho Fernandez,DEF,Real Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,Lucas Vasquez,DEF,Real Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353,Ferland Mendy,DEF,Real Madrid,5,1,2,0,1,0,0,0,0,0,0,0,0,0
354,Daniel Carvajal,DEF,Real Madrid,2,1,2,0,0,0,0,0,0,0,0,0,0,0
355,Antonio Rudiger,DEF,Real Madrid,1,1,1,0,0,0,0,0,0,0,0,0,0,0
356,Eder Militao,DEF,Real Madrid,2,1,2,0,0,0,0,0,0,0,0,0,0,0
357,David Alaba,DEF,Real Madrid,2,1,2,0,0,0,0,0,0,0,0,0,0,0
358,Dani Ceballos,MID,Real Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
359,Reinier,MID,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
360,Aurelien Tchouameni,MID,Real Madrid,2,1,2,0,0,0,0,0,0,0,0,0,0,0
361,Federico Valverde,MID,Real Madrid,7,1,2,1,0,0,0,0,0,0,0,0,0,0
362,Eduardo Camavinga,MID,Real Madrid,1,1,1,0,0,0,0,0,0,0,0,0,0,0
363,Casemiro,MID,Real Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
364,Toni Kroos,MID,Real Madrid,5,1,2,0,0,0,0,0,0,0,0,0,3,0
365,Luka Modric,MID,Real Madrid,1,1,2,0,0,0,1,0,0,0,0,0,0,0
366,Mariano Diaz,FWD,Real Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
367,Marco Asensio,FWD,Real Madrid,1,1,1,0,0,0,0,0,0,0,0,0,0,0
368,Rodrygo,FWD,Real Madrid,8,1,1,1,0,0,0,0,0,0,0,0,3,0
